COD,PRODUS,COMANDA F,TR CI,Cinema,VZ CI,TR CR,Crisan,VZ CR,DEPOZIT,EXP,TR GA,Gara,VZ GA,TR PR,Progresu,VZ PR,TR ST,Steaua,VZ ST,TR ZA,Zahana,VZ ZA,TOTAL,VZ 1,VZ 6
024497,BERE URSUS 0.5L COOLER FA CIRESE SGR+0.5 RON GARANTIE DOZA,,,11,0,,28,1,0,,,17,2,,0,0,,4,0,,5,0,65,3,
024498,BERE URSUS 0.5L ANANAS SI GUAVA SGR+0.5 RON GARANTIE DOZA,,,6,0,,6,2,2,,,6,0,,0,0,,2,0,,0,0,22,2,
024499,BERE URSUS 0.5L COOLER NA GREPFRUT SGR+0.5 RON GARANTIE DOZA,,,19,0,,11,0,1,,,12,0,,0,0,,5,0,,12,0,60,0,
024500,BERE URSUS 0.33 ST SGR+0.50 RON GARANTIE STICLA,,,101,88,,145,42,1059,,,103,77,,26,25,,59,33,,33,0,1526,265,
024501,BERE CIUCAS 0.33L ST SGR+0.50 RON GARANTIE STICLA,,,34,3,,128,14,792,,,71,35,,6,10,,112,181,,28,0,1171,243,
024502,APUSEANA APA PLATA 0.75L LAMAIE SPORT SGR +0.50 RON GARANTIE PET,,,7,2,,11,1,210,,,14,0,,4,0,,5,0,,6,1,257,4,
024503,VITAMIN AQUA ZN 0.6L PUMN DE FRUCTE SGR +0.50 RON GARANTIE PET,,,6,0,,17,0,12,,,7,1,,0,0,,4,0,,4,1,50,2,
024504,VITAMIN AQUA  ZERO B+0.6L  PEPENE VERDE&LIME  SGR +0.50 RON GARANTIE PET,,,6,0,,4,2,48,,,5,1,,0,0,,6,0,,7,0,76,3,
024512,M. Z. FETEASCA NEAGRA 750ML ROSU DD SGR +0.50 RON GARANTIE STICLA,,,0,0,,0,0,0,,,0,0,,0,0,,0,0,,1,0,1,0,
024513,M. Z. MUSCAT OTTONEL 750ML ALB DS SGR +0.50 RON GARANTIE STICLA,,,5,1,,4,0,62,,,3,1,,0,0,,4,0,,3,0,81,2,
024514,AEROSOLI FETEASCA REGALA 750ML ALB SEC SGR +0.50 RON GARANTIE STICLA,,,0,0,,2,0,0,,,2,0,,0,0,,1,0,,0,0,5,0,
024515,AEROSOLI FETEASCA  NEAGRA &PINOT NOIR750ML  ROSE SEC SGR +0.50 RON GARANTIE STICLA,,,0,0,,0,2,0,,,0,1,,0,0,,2,0,,0,0,2,3,
024516,MURFAFATLAR 3 HECTARE CABERNET SAUVIGNON 750ML ROSE SEC,,,2,0,,2,0,0,,,2,0,,0,0,,2,0,,2,0,10,0,
024517,MURFAFATLAR 3 HECTARE  CHARDONNAY 750ML ALB SEC,,,1,1,,3,0,0,,,1,1,,0,0,,2,0,,2,0,9,2,
024518,MURFAFATLAR 3 HECTARE FETEASCA NEAGRA 750ML ROSU SEC,,,2,0,,3,0,0,,,1,0,,0,0,,2,0,,1,1,9,1,
024519,BERE STELLA ARTOIS 0.5L DOZA ALCOOL 0% SGR+0.5 RON GARANTIE DOZA,,,19,0,,11,0,0,,,13,2,,0,0,,17,0,,22,0,82,2,
024520,BERE STELLA ARTOIS 330ML ST SGR+0.50 RON GARANTIE STICLA,,,39,0,,56,0,120,,,23,12,,0,0,,23,0,,30,0,291,12,
024521,BERE STAROPRAMEN 500ML DOZA SGR+0.5 RON GARANTIE DOZA,,,14,4,,21,0,37,,,20,0,,0,0,,17,0,,19,0,128,4,
024522,VODCA V33 200ML-PET SGR+0.50 RON GARANTIE PET,,,30,11,,18,12,732,,,13,6,,5,7,,21,5,,16,11,835,52,
024523,VODCA V33 500ML SGR+0.50 RON GARANTIE STICLA,,,15,5,,27,9,333,,,13,3,,14,14,,18,2,,15,9,435,42,
024534,J&B 200ML RARE STICLA SGR+0.50 RON GARANTIE STICLA,,,9,0,,8,1,12,,,10,2,,6,1,,6,0,,10,1,61,5,
024535,ALEXANDRION 5* 100ML SGR +0.50 RON GARANTIE STICLA,,,10,0,,21,0,60,,,10,0,,8,0,,23,5,,8,0,140,5,
024536,CHIVAS REGAL 12ANI CASETA +2 PAHARE SGR +0.50 RON GARANTIE STICLA,,,2,0,,5,0,-10,,,2,1,,0,0,,2,0,,2,0,3,1,
024547,STALINSKAYA 0.05L 40% SILVER,,,20,1,,24,0,30,,,14,0,,9,0,,9,0,,13,0,119,1,
024548,STALINSKAYA 0.05L 45% BLUE,,,16,1,,3,7,48,,,8,0,,4,0,,9,0,,12,0,100,8,
024562,BERE CIUC 0.5L DOZA RADLER LAMAIE SI LAMAIE ZERO ALCOOL SGR +0.50 RON GARANTIE DOZA,,,39,3,,19,0,24,,,28,0,,0,0,,28,0,,17,2,155,5,
024563,BERE CIUC 0.5L DOZA RADLER PEPENE SI COACAZE NEGRE ZERO ALCOOL SGR +0.50 RON GARANTIE DOZA,,,29,0,,35,2,42,,,34,1,,0,0,,10,2,,13,2,163,7,
024564,BERE STRONGBOW 330ML GOLD APPLE SGR+0.50 RON GARANTIE STICLA,,,0,0,,9,0,0,,,0,0,,0,0,,6,0,,0,0,15,0,
024565,PERLA HARGHITEI APA 1L MINERALA SGR+0.50 RON GARANTIE PET,,,16,3,,20,3,24,,,26,1,,0,0,,7,0,,8,1,101,8,
024571,BUCOVINA APA  NATURALA 330ML KIDS SGR +0.50 RON GARANTIE PET,,,11,1,,26,0,60,,,8,3,,7,0,,4,0,,6,0,122,4,
024572,BUCOVINA APA 0.7L PLATA SGR + 0.50 RON GARANTIE PET,,,8,3,,39,1,108,,,16,2,,0,0,,7,0,,6,3,184,9,
024573,BUCOVINA APA FRUCTATA CU MAR 1.5L SGR+ 0.50 RON GARANTIE PET,,,7,0,,13,1,72,,,8,0,,0,0,,6,0,,10,0,116,1,
024574,TEDI SUC 0.3L MORCOV-MAR-PORTOCALA SGR+0.50 RON GARANTIE STICLA,,,12,2,,9,3,0,,,11,1,,0,0,,15,0,,5,0,52,6,
024575,GIUSTO 2.5L BRIFCOR ORANGE SGR+0.50 RON GARANTIE PET,,,8,3,,8,1,20,,,4,0,,5,0,,6,1,,3,3,54,8,
024576,TYMBARK 250ML MERE CACTUS LAMAIE VERDE SGR +0.50 RON GARANTIE STICLA,,,5,0,,10,2,12,,,7,2,,0,0,,8,0,,6,1,48,5,
024577,TYMBARK 250ML MERE AFINE MENTA SGR +0.50 RON GARANTIE STICLA,,,12,0,,25,0,6,,,13,0,,0,0,,7,0,,10,0,73,0,
024578,TYMBARK 250ML MERE ZMEURA MENTA SGR +0.50 RON GARANTIE STICLA,,,7,0,,22,1,13,,,10,9,,0,0,,18,0,,17,0,87,10,
024579,TYMBARK 250ML MERE MANGO MENTA SGR +0.50 RON GARANTIE STICLA,,,6,0,,10,1,12,,,9,1,,0,0,,4,0,,8,2,49,4,
024581,COCA COLA 2.5L SGR+ 0.50 RON GARANTIE PET,,,36,19,,33,13,264,,,36,15,,24,11,,17,12,,14,15,424,85,
024604,BECIUL DOMNESC 750ML MUSCAT OTTONEL DD SGR + 0.50 RON GARANTIE STICLA,,,1,0,,3,0,0,,,1,0,,0,0,,0,0,,1,0,6,0,
024605,BECIUL DOMNESC 750ML SAUVINION BLANC DS SGR + 0.50 RON GARANTIE STICLA,,,4,0,,6,0,0,,,2,0,,0,0,,3,0,,0,0,15,0,
024606,ANGELLI 750ML FRAGOLA SGR + 0.5 RON GARANTIE STICLA,,,8,0,,9,3,18,,,3,1,,0,0,,6,3,,5,3,49,10,
024607,ZIZIN APA 1L PLATA SGR+ 0.50 RON GARANTIE PET,,,0,0,,0,0,0,,,0,0,,0,0,,-3,0,,1,0,-2,0,
024608,BERE BIRRA MORETTI 0.66L STICLA SGR+ 0.50 RON GARANTIE STICLA,,,7,0,,1,10,0,,,0,5,,0,0,,5,0,,3,2,16,17,
024609,BERE CIUC STICLA 0.66L SGR+ 0.50 RON GARANTIE STICLA,,,10,0,,0,0,1,,,10,0,,0,0,,4,0,,2,4,27,4,
024610,BERE CIUC 0.33L ST SGR + 0.50 RON GARANTIE STICLA,,,19,2,,40,0,0,,,26,5,,0,0,,20,0,,7,0,112,7,
024611,BERE GOLDEN BRAU 0.33L STICLA SGR+ 0.50 RON GARANTIE STICLA,,,18,0,,50,0,204,,,48,15,,0,0,,14,0,,31,5,365,20,
024612,BERE HEINEKEN 0.66L ST SGR +0.50 RON GARANTIE STICLA,,,6,0,,17,0,0,,,0,3,,0,0,,9,0,,2,0,34,3,
024615,PEPSI COLA 300ML STICLA SGR+ 0.50 RON GARANTIE STICLA,,,16,6,,21,8,0,,,20,13,,14,3,,14,1,,5,3,90,34,
024616,PRIGAT 1.75L LIMONADA SGR + 0.50 RON GARANTIE PET,,,6,2,,9,2,6,,,7,4,,5,5,,5,2,,8,0,46,15,
024617,PRIGAT 500ML PIERSICI SGR + 0.50 RON GARANTIE PET,,,4,2,,15,2,48,,,13,3,,10,0,,3,1,,20,0,113,8,
024618,DEVIN APA PLATA 500ML SGR+0.50 RON GARANTIE PET,,,9,0,,13,0,36,,,10,4,,0,0,,7,0,,5,3,80,7,
024620,FANTA 1.25L MADNESS CU GUST DE STRUGURI SGR+0.50 RON GARANTIE PET.,,,5,1,,14,0,53,,,10,5,,8,0,,3,1,,12,2,105,9,
024621,COCA COLA 330ML STICLA SGR+ 0.50 RON GARANTIE STICLA,,,6,2,,13,11,26,,,20,8,,6,4,,15,7,,23,4,109,36,
024626,BERE ALBACHER 2.5L PET SGR+0.50 RON GARANTIE PET,,,14,11,,9,7,0,,,6,3,,6,0,,4,0,,4,0,43,21,
024627,GIUSTO NATURA 2L LIMONADA SGR+0.50 RON GARANTIE PET,,,6,1,,7,0,4,,,4,0,,0,0,,3,1,,4,0,28,2,
024628,GIUSTO 2.5L SOC SI LAMAIE SGR+0.50 RON GARANTIE PET,,,0,0,,2,0,0,,,4,0,,0,0,,2,1,,1,0,9,1,
024629,TYMBARK LIMONADA LAMAIE SI ANANAS 0.4L SGR +0.50 RON GARANTIE PET,,,7,0,,27,0,2,,,13,2,,0,0,,5,0,,3,0,57,2,
024630,VODCA V33 200ML LEMON SGR +0.50 RON GARANTIE PET,,,5,1,,8,1,0,,,6,0,,0,0,,11,0,,7,4,37,6,
024631,TYMBARK 250ML MERE LAMAIE MENTA SGR +0.50 RON GARANTIE STICLA,,,10,0,,5,0,0,,,6,0,,0,0,,5,0,,0,0,26,0,
024632,TYMBARK FIZZY 0.33L MERE LMAIE MENTA SGR+0.5 RON GARANTIE DOZA,,,8,0,,0,0,0,,,1,2,,0,0,,12,0,,5,0,26,2,
024633,NESTEA 330ML LEMON SGR+0.5 RON GARANTIE DOZA,,,14,1,,7,1,0,,,1,11,,0,0,,8,0,,0,0,30,13,
024634,TYMBARK 250ML MERE ALOE VERA MURE SGR +0.50 RON GARANTIE STICLA,,,6,0,,11,1,0,,,20,23,,0,0,,6,0,,5,0,48,24,
024635,TEDI WATER 0.5L MERE SGR +0.50 RON GARANTIE PET,,,1,1,,9,0,0,,,8,0,,0,0,,0,0,,10,0,28,1,
024636,TEDI PLAY 0.4L MORCOV-LAMAIE VERDE-MERE-ZMEURA SGR +0.50 RON GARANTIE PET,,,0,0,,0,0,0,,,0,0,,0,0,,0,0,,0,0,0,0,
024637,TEDI SUC 0.9L MORCOV-MAR-PIERSICA CU MIERE SGR +0.50 RON GARANTIE PET,,,3,1,,7,0,3,,,4,0,,0,0,,2,0,,2,1,21,2,
024642,PLAFAR CEAI RECE 1L FRUCTE DE PADURE SGR +0.50 RON GARANTIE PET,,,0,0,,0,0,0,,,0,0,,0,0,,0,0,,0,0,0,0,
024643,PLAFAR CEAI RECE 1L LAMAIE  SGR +0.50 RON GARANTIE PET,,,6,2,,4,1,6,,,9,1,,0,0,,0,0,,4,0,29,4,
024644,PLAFAR CEAI RECE 1L PIERSICA SGR +0.50 RON GARANTIE PET,,,1,0,,7,0,0,,,6,0,,0,0,,0,0,,0,0,14,0,
024646,BERE URSUS 0.5L COOLER F.A  LAMAIE DZ F.A SGR + 0.50 RON GARANTIE DOZA,,,15,1,,28,8,53,,,59,6,,19,10,,13,3,,9,0,196,28,
024647,UNIREA COGNAC 500ML SGR+0.50 RON GARANTIE STICLA,,,13,0,,30,1,276,,,24,6,,15,0,,8,1,,15,11,381,19,
024648,COTNARI 1.5L ETICHETA GALBENA ALB DS SGR+0.50 RON GARANTIE STICLA,,,3,2,,9,0,20,,,7,5,,0,0,,1,6,,3,2,43,15,
024649,COTNARI 1.5L ETICHETA GALBENA ROSE DS SGR+0.50 RON GARANTIE STICLA,,,3,0,,4,0,0,,,0,0,,0,0,,0,0,,0,0,7,0,
024652,PREMIAT ETICHETA NEAGRA 1L ROSU D.S SGR+0.5 RON GARANTIE STICLA,,,3,0,,0,0,0,,,1,1,,0,0,,1,1,,2,0,7,2,
024659,T BEST ALOE VERA DRINK 240ML ORIGINAL,,,5,0,,2,0,0,,,0,0,,0,0,,0,0,,3,0,10,0,
024660,T BEST ALOE VERA DRINK 240ML POMEGRANATE,,,10,0,,15,1,0,,,-1,0,,0,0,,5,1,,9,0,38,2,
024661,T BEST ALOE VERA DRINK 240ML STRAWBERRY,,,1,0,,0,0,0,,,0,0,,0,0,,0,0,,1,0,2,0,
024662,T BEST ALOE VERA DRINK 240ML MANGO,,,6,0,,2,0,0,,,1,0,,0,0,,0,0,,0,2,9,2,
024663,T BEST ALOE VERA DRINK 240ML GRAPE,,,2,0,,0,0,0,,,2,1,,0,0,,8,0,,4,0,16,1,
024664,FRUTTI FRESH 2.5L PINK GRAPEFRUIT SGR + 0.50 RON GARANTIE PET,,,7,0,,14,1,51,,,7,4,,6,1,,4,3,,5,3,94,12,
024665,FRUTTI FRESH 2.5L ZMEURA SI MENTA SGR+ 0.50 RON GARANTIE PET,,,5,0,,6,1,0,,,11,0,,0,0,,11,3,,4,0,37,4,
024666,ALCALIA  APA NATURALA ALCALINA 1.5L PLATA SGR+ 0.50 RON GARANTIE PET,,,22,3,,36,1,48,,,18,2,,0,0,,7,0,,7,0,138,6,
024667,BORSEC APA 1L MINERALA SGR+ 0.50 RON GARANTIE PET,,,6,0,,29,0,264,,,21,8,,0,0,,6,12,,5,11,331,31,
024668,BORSEC APA 1L PLATA SGR+ 0.50 RON GARANTIE PET,,,9,2,,30,1,150,,,31,3,,6,0,,9,1,,10,0,245,7,
024669,TYMBARK 250ML MERE VISINE SGR +0.50 RON GARANTIE STICLA,,,8,0,,12,2,18,,,8,1,,0,0,,4,2,,5,0,55,5,
024670,ZUBROWKA BISONGRASS 0.7L 37.5% SGR +0.50 RON GARANTIE STICLA,,,1,0,,0,0,0,,,0,0,,0,0,,0,0,,0,0,1,0,
024671,ZUBROWKA SODA ZU APPLE 0.33L SGR+ 0.50 RON GARANTIE DOZA,,,6,0,,1,0,0,,,0,1,,0,0,,0,0,,2,0,9,1,
024672,PERLA HARGHITEI APA 2L PLATA SGR+ 0.50 RON GARANTIE PET,,,12,2,,26,1,18,,,22,5,,7,0,,9,0,,5,1,99,9,
024675,BUZZ 250ML LIMONADA SGR +0.50 RON GARANTIE STICLA,,,17,0,,16,0,54,,,10,0,,0,0,,10,0,,6,0,113,0,
024685,AQUATIQUE APA 2L PLATA SGR+0.50 RON GARANTIE PET,,,6,4,,7,8,8,,,1,4,,0,1,,0,2,,5,1,27,20,
024686,BERE CIUCAS 0.5L DOZA SGR+0.50 RON GARANTIE DOZA,,,75,21,,129,12,998,,,65,9,,38,4,,67,24,,19,5,1391,75,
024687,BERE URSUS 0.75L STICLA SGR +0.50 RON GARANTIE STICLA,,,41,1,,31,6,-228,,,26,9,,19,19,,21,22,,18,5,-72,62,
024688,BERE TIMISOREANA ST  0.75L SGR +0.50 RON GARANTIE STICLA,,,0,1,,0,0,10,,,8,2,,0,0,,0,0,,6,0,24,3,
024706,BERE KOZEL DARK 0.33L STICLA SGR +0.50 RON GARANTIE STICLA,,,10,1,,13,1,8,,,0,0,,0,0,,0,0,,11,0,42,2,
024707,BERE KOZEL LAGER 0.33L STICLA SGR +0.50 RON GARANTIE STICLA,,,6,0,,11,0,3,,,0,0,,0,0,,0,0,,0,0,20,0,
024708,BERE URSUS 0.33L COOLER F A LAMAIE STICLA SGR +0.50 RON GARANTIE STICLA,,,8,2,,13,0,12,,,29,2,,0,0,,17,0,,5,0,84,4,
024709,BERE PERRONI 0.5L DOZA SGR+0.5 RON GARANTIE DOZA,,,0,0,,16,1,1,,,12,4,,0,0,,9,0,,24,0,62,5,
024714,FRESH RODIE&GRAPEFRUIT ROZ 0.33 L  0.0 ALCOOL ST SGR +0.50 RON GARANTIE STICLA,,,2,0,,10,0,0,,,14,0,,0,0,,3,0,,4,0,33,0,
024715,FRESH ZMEURA&AFINE ROZ 0.33 L  0.0 ALCOOL ST SGR +0.50 RON GARANTIE STICLA,,,2,0,,18,0,0,,,21,0,,0,0,,4,0,,12,0,57,0,
024716,FRESH ZMEURA&AFINE 0.5 L  0.0 ALCOOL DZ SGR+0.50 RON GARANTIE DOZA,,,9,1,,7,0,1,,,6,3,,0,0,,2,4,,7,0,32,8,
024717,FRESH RODIE&GRAPEFRUIT ROZ 0.5 L  0.0 ALCOOL DZ SGR+0.50 RON GARANTIE DOZA,,,6,0,,7,0,13,,,0,0,,0,0,,1,0,,0,0,27,0,
024719,ICE  COFFE 250ML LATTE DZ SGR+0.50 RON GARANTIE DOZA,,,1,1,,4,2,0,,,1,0,,0,0,,5,0,,0,0,11,3,
024722,BERE GOLDEN BRAU DOZA 0.5L SGR+0.5 RON GARANTIE DOZA,,,34,8,,150,29,531,,,83,27,,49,63,,55,14,,70,58,972,199,
024723,STALINSKAYA 500ML ORIGINAL STICLA SGR+0.50 RON GARANTIE STICLA,,,6,1,,10,0,3,,,4,1,,2,1,,2,2,,5,0,32,5,
024724,STALINSKAYA 200ML ORIGINAL STICLA SGR+0.50 RON GARANTIE STICLA,,,7,4,,7,1,0,,,14,0,,2,3,,8,0,,4,3,42,11,
024725,XIXO ICE TEA RASBERRY BLUEBERRY 250ML DOZA SGR+0.5 RON GARANTIE DOZA,,,16,4,,29,1,24,,,24,0,,5,0,,25,3,,11,0,134,8,
024726,XIXO ICE TEA STRAWBERRRY 250ML DOZA SGR+0.5 RON GARANTIE DOZA,,,3,5,,54,1,16,,,4,0,,28,0,,15,0,,8,0,128,6,
024727,XIXO ICE TEA PEACH 250ML DOZA SGR+0.5 RON GARANTIE DOZA,,,31,3,,31,0,12,,,22,2,,0,0,,0,0,,7,0,103,5,
024728,XIXO  COLA SOFT DRINK 250ML DOZA SGR+0.5 RON GARANTIE DOZA,,,7,0,,19,0,-10,,,21,0,,0,0,,4,0,,27,0,68,0,
024729,HELL ENERGY DRINK APPLE STRONG 250ML DOZA SGR+0.5 RON GARANTIE DOZA,,,1,0,,6,0,25,,,2,0,,0,0,,3,0,,0,0,37,0,
024730,BALLANTINES 700ML CASETA+2PAHAR SGR+ 0.50 RON GARANTIE STICLA,,,3,1,,5,1,6,,,3,2,,3,0,,2,2,,3,0,25,6,
024731,CRAITA 750ML VIN ALB DD SGR+ 0.50 RON GARANTIE STICLA,,,5,0,,6,1,14,,,6,0,,0,0,,5,0,,5,0,41,1,
024740,BERE BIRRA MORETTI 0.33L DZ SARE DE MARE SGR+0.50 RON GARANTIE DOZA,,,43,0,,31,0,26,,,86,0,,0,0,,11,6,,42,0,239,6,
024741,GIUSTO NATURA 500ML  LIMONADE SGR +0.50 RON GARANTIE PET,,,0,0,,0,0,0,,,0,0,,0,0,,0,0,,0,0,0,0,
024742,STANCENI APA 2L MINERALA SGR+0.050 RON GARANTIE PET,,,1,0,,1,2,0,,,3,1,,4,1,,0,0,,0,0,9,4,
024743,BERE PERONI NASTRO AZZURRO 330ML SGR+ 0.50 RON GARANTIE STICLA,,,15,0,,79,4,0,,,29,10,,0,0,,4,0,,9,0,136,14,
024744,BUCOVINA APA 1.5L MINERALA SGR+0.50 RON GARANTIE PET,,,12,3,,18,2,84,,,18,1,,0,0,,8,2,,8,1,148,9,
024753,SCHWEPPES 1L BLUEBERRY MOJITO SGR+0.50 RON GARANTIE PET,,,0,0,,0,0,4,,,0,0,,0,0,,0,0,,0,0,4,0,
024754,SCHWEPPES 1.5L PINK TONIC SGR +0.50 RON GARANTIE PET,,,0,1,,0,5,0,,,4,4,,0,0,,2,1,,0,0,6,11,
024760,MONSTER ENERGY 500ML SGR+ 0.50 RON GARANTIE DOZA,,,0,0,,0,0,0,,,0,0,,0,0,,0,0,,0,0,0,0,
024761,MONSTER ENERGY 500ML PUNCH PIPELINE SGR + 0.50 RON GARANTIE DOZA,,,4,0,,3,0,0,,,0,0,,0,0,,2,0,,5,0,14,0,
024762,MONSTER ENERGY 500ML JUICED LIMONADA AUSSIE SGR+ 0.50 RON GARANTIE DOZA,,,0,0,,0,0,0,,,-1,0,,0,0,,0,0,,5,0,4,0,
024763,BURN ENERGY DRINK 500ML SGR+ 0.50 RON GARANTIE DOZA,,,4,0,,4,1,2,,,0,0,,0,0,,2,0,,6,0,18,1,
024764,MONSTER ENERGY 500ML GOLDEN PINEAPPLE ZERO SGR+ 0.50 RON GARANTIE DOZA,,,6,0,,7,3,0,,,4,1,,0,0,,2,1,,2,0,21,5,
024765,MONSTER ENERGY 500ML PUNCH PACIFIC SGR+ 0.50 RON GARANTIE DOZA,,,2,0,,7,1,-2,,,0,0,,0,0,,8,0,,8,0,23,1,
024766,MONSTER ENERGY 500ML ZERO ZAHAR SGR+ 0.50 RON GARANTIE DOZA(VERDE),,,0,0,,1,0,0,,,0,0,,0,0,,0,0,,0,0,1,0,
024771,DEVIN APA PLATA 0.75L SPORT PET SGR+0.50 RON GARANTIE PET,,,43,2,,10,1,12,,,6,0,,0,0,,8,1,,7,0,86,4,
024772,SOMERSBY AFINE CIDER 0.33L SGR+0.50 RON GARANTIE STICLA,,,0,0,,0,0,0,,,0,0,,0,0,,0,0,,0,0,0,0,
024773,SOMERSBY PERE CIDER 0.33L SGR+0.50 RON GARANTIE STICLA,,,0,0,,0,0,0,,,0,0,,0,0,,2,0,,0,0,2,0,
024782,PRIGAT 1.75L PORTOCALE SGR + 0.50 RON GARANTIE PET,,,7,1,,10,2,108,,,13,1,,3,1,,7,2,,9,0,157,7,
024783,AQUA CARPATICA APA 0.5L FORTE MINERALA SGR+ 0.50 RON GARANTIE PET,,,11,1,,14,0,42,,,14,1,,0,0,,7,0,,4,0,92,2,
024784,AQUA CARPATICA 0.33 DOZA CAPSUNA SI SOC SGR+0.50RON GARANTIE DOZA,,,5,0,,10,1,30,,,8,0,,0,0,,6,0,,6,0,65,1,
024786,PREMIAT ETICHETA NEAGRA 1L ROSE DS SGR+0.50 RON GARANTIE STICLA,,,0,0,,0,0,0,,,0,0,,0,0,,0,0,,0,0,0,0,
024787,PREMIAT ETICHETA NEAGRA 1L ALB DS SGR+0.50 RON GARANTIE STICLA,,,4,0,,0,0,0,,,0,0,,0,0,,0,0,,3,0,7,0,
024788,M. Z. MUSCAT OTTONEL 750ML ALB DD SGR +0.50 RON GARANTIE STICLA,,,3,1,,9,0,2,,,4,0,,0,0,,3,0,,5,1,26,2,
024790,BERE CARLSBERG 0.66L STICLA SGR+0.50 RON GARANTIE STICLA,,,8,1,,5,0,0,,,11,2,,0,0,,11,0,,20,0,55,3,
024791,MERLIN S LEMONADE NO2 1.2L LIME&MENTA SGR +0.50 RON GARANTIE PET,,,7,0,,9,0,0,,,6,0,,0,0,,4,2,,4,0,30,2,
024792,VITAMIN AQUA CA ZERO 0.6L COCONUT&PINEAPPLE SGR +0.50 RON GARANTIE PET,,,5,0,,11,1,0,,,9,0,,0,0,,2,0,,2,0,29,1,
024793,BERE NEUMARKT 0.66L SGR+0.50 RON GARANTIE STICLA,,,20,0,,14,0,0,,,17,4,,0,0,,10,4,,15,0,76,8,
024794,FRUTTI FRESH 500ML FLORI DE SOC SGR+0.50 RON GARANTIE PET,,,-1,0,,1,0,0,,,1,2,,0,0,,4,0,,-1,0,4,2,
024795,IZVORUL MINUNILOR APA 2L PLATA SGR+ 0.50 RON GARANTIE PET,,,3,5,,12,0,90,,,15,0,,4,2,,6,0,,8,0,138,7,
024796,AQUATIQUE APA 0.5L PLATA SGR+0.50 RON GARANTIE PET,,,16,2,,13,0,84,,,19,6,,0,0,,14,0,,4,1,150,9,
024797,BUCOVINA APA FRUCTATA  MANGO 0.5L SGR+0.50 RON GARANTIE PET,,,15,0,,4,3,0,,,16,1,,0,0,,5,0,,13,0,53,4,
024801,BERE SKOL 1L SGR+0.50 RON GARANTIE PET,,,0,0,,0,0,8,,,0,0,,0,0,,0,0,,0,0,8,0,
024804,BECIUL DOMNESC 750ML PINOT NOIR DEMISEC SGR +0.50 RON GARANTIE STICLA,,,1,1,,3,1,0,,,1,0,,0,0,,0,0,,3,0,8,2,
024805,BERE KOZEL LAGER 0.66L STICLA SGR +0.50 RON GARANTIE STICLA,,,10,0,,14,1,24,,,10,0,,0,0,,9,0,,6,0,73,1,
024806,BERE TIMISOREANA ST 0.33L SGR +0.50 RON GARANTIE STICLA,,,15,2,,29,2,0,,,29,0,,0,0,,23,0,,18,0,114,4,
024813,DEVIN APA PLATA 330 ML KIDS SGR+ 0.50 RON GARANTIE PET,,,7,0,,15,5,60,,,8,4,,0,0,,4,1,,10,0,104,10,
024828,BUCOVINA APA 0.5L PLATA SGR+ 0.50 RON GARANTIE PET,,,10,2,,23,10,84,,,27,12,,0,0,,4,1,,7,0,155,25,
024829,BORSEC APA 0.33L PLATA SGR +0.50 RON GARANTIE STICLA,,,7,0,,7,0,0,,,10,0,,0,0,,6,0,,0,0,30,0,
024830,TEDI SUC 0.9L MORCOV-MAR-ZMEURA CU MIERE SGR +0.50 RON GARANTIE PET,,,0,0,,4,1,0,,,3,1,,0,0,,0,0,,0,0,7,2,
024831,BERE TUBORG 0.33ML ICE SGR+0.50 RON GARANTIE STICLA,,,21,2,,60,0,0,,,20,0,,0,0,,27,0,,11,0,139,2,
024870,BUCOVINA APA PLATA 200ML KIDS SGR +0.50 RON GARANTIE PET,,,13,0,,10,0,192,,,14,0,,20,0,,22,0,,10,2,281,2,
024872,BORSEC APA 1.5L MINERALA SGR+0.50 RON GARANTIE PET,,,58,46,,66,33,230,,,57,86,,15,30,,19,21,,22,31,467,247,
024873,BERE DORFER 0.5L PET SGR+0.50 RON GARANTIE PET,,,0,0,,0,0,0,,,0,0,,0,0,,0,0,,0,0,0,0,
024874,GIUSTO NATURA 2L LIGHT TROPICAL SGR+0.50 RON GARANTIE PET,,,0,0,,0,0,0,,,0,0,,0,0,,0,0,,0,0,0,0,
024889,APUSEANA APA PLATA 0.75L FR.PADURE SPORT SGR +0.50 RON GARANTIE PET,,,6,0,,14,2,246,,,10,1,,7,0,,7,0,,9,0,299,3,
024890,MERLIN S LEMONADE NO1 1.2L LAMAIE SGR +0.50 RON GARANTIE PET,,,12,1,,6,0,6,,,6,1,,0,0,,4,0,,5,1,39,3,
024897,VIN CASTEL HUNIADE 750ML ROZE DS SGR+ 0.50 RON GARANTIE STICLA,,,4,0,,3,1,24,,,2,2,,0,0,,3,0,,2,2,38,5,
024898,VIN CASTEL HUNIADE 750ML FETEASCA REGALA DS SGR+0.50 RON GARANTIE STICLA,,,3,0,,2,0,0,,,1,1,,0,0,,3,0,,2,0,11,1,
024910,UNIREA COGNAC 200ML SGR +0.50 RON GARANTIE STICLA,,,21,0,,33,0,620,,,31,8,,9,1,,13,1,,10,10,737,20,
024911,BERE TUBORG 0.5L DOZA SGR+0.50 RON GARANTIE DOZA,,,77,5,,87,13,915,,,72,33,,47,8,,65,6,,108,34,1371,99,
024912,BERE TUBORG 0.75L STICLA SGR+0.50 RON GARANTIE STICLA,,,48,19,,50,10,828,,,61,14,,16,21,,45,27,,46,18,1094,109,
